lab_id,field_id,job_id,submitter,date_collect,date_submitted,project_name,state,country,lat_wgs84,long_wgs84,datum_orig,lat_orig,long_orig,coord_prec_est,depth,locate_desc,sample_source,method_collected,primary_class,specific_name,addl_attr,geologic_age,stratigraphy,mineralization,sample_zone,horizon,saline,organics,ferritic,drainage,prep,mesh_size,collection_protocol,previous_job_id,previous_lab_id, ,
ABF304,66ASN550,HM51,"Sainsbury, Cleo L.",,8/5/1966,Arctic Engineering Geol,AK,United States,65.28297724,-143.1690492,(NAD27),65.28333,-143.16667,1 minute,,,,single/grab,soil,,,,,,,,,,,,,-80 mesh,,,,0101000020E61000005555C3D968E561C0FDD3914C1C525040,0101000020110F00003B70C234FC656EC1A7776D592D786241
ABF306,66ASN552,HM51,"Sainsbury, Cleo L.",,8/5/1966,Arctic Engineering Geol,AK,United States,65.28297724,-143.1690492,(NAD27),65.28333,-143.16667,1 minute,,,,single/grab,soil,,,,,,,,,,,,,-80 mesh,,,,0101000020E61000005555C3D968E561C0FDD3914C1C525040,0101000020110F00003B70C234FC656EC1A7776D592D786241
ABF307,66ASN553,HM51,"Sainsbury, Cleo L.",,8/5/1966,Arctic Engineering Geol,AK,United States,65.28297724,-143.1690492,(NAD27),65.28333,-143.16667,1 minute,,,,single/grab,soil,,,,,,,,,,,,,-80 mesh,,,,0101000020E61000005555C3D968E561C0FDD3914C1C525040,0101000020110F00003B70C234FC656EC1A7776D592D786241
ABF308,66ASN554,HM51,"Sainsbury, Cleo L.",,8/5/1966,Arctic Engineering Geol,AK,United States,65.28297724,-143.1690492,(NAD27),65.28333,-143.16667,1 minute,,,,single/grab,soil,,,,,,,,,,,,,-80 mesh,,,,0101000020E61000005555C3D968E561C0FDD3914C1C525040,0101000020110F00003B70C234FC656EC1A7776D592D786241
ABF310,66ASN556,HM51,"Sainsbury, Cleo L.",,8/5/1966,Arctic Engineering Geol,AK,United States,65.28297724,-143.1690492,(NAD27),65.28333,-143.16667,1 minute,,,,single/grab,soil,,,,,,,,,,,,,-80 mesh,,,,0101000020E61000005555C3D968E561C0FDD3914C1C525040,0101000020110F00003B70C234FC656EC1A7776D592D786241
ABF311,66ASN557,HM51,"Sainsbury, Cleo L.",,8/5/1966,Arctic Engineering Geol,AK,United States,65.28297724,-143.1690492,(NAD27),65.28333,-143.16667,1 minute,,,,single/grab,soil,,,,,,,,,,,,,-80 mesh,,,,0101000020E61000005555C3D968E561C0FDD3914C1C525040,0101000020110F00003B70C234FC656EC1A7776D592D786241
ABF313,66ASN559,HM51,"Sainsbury, Cleo L.",,8/5/1966,Arctic Engineering Geol,AK,United States,65.28297724,-143.1690492,(NAD27),65.28333,-143.16667,1 minute,,,,single/grab,soil,,,,,,,,,,,,,-80 mesh,,,,0101000020E61000005555C3D968E561C0FDD3914C1C525040,0101000020110F00003B70C234FC656EC1A7776D592D786241
ABF278,66ASN529,HM51,"Sainsbury, Cleo L.",,8/5/1966,Arctic Engineering Geol,AK,United States,65.28297724,-143.1690492,(NAD27),65.28333,-143.16667,1 minute,,,,single/grab,soil,,,,,,,,,,,,,-80 mesh,,,,0101000020E61000005555C3D968E561C0FDD3914C1C525040,0101000020110F00003B70C234FC656EC1A7776D592D786241
ABF314,66ASN560,HM51,"Sainsbury, Cleo L.",,8/5/1966,Arctic Engineering Geol,AK,United States,65.28297724,-143.1690492,(NAD27),65.28333,-143.16667,1 minute,,,,single/grab,soil,,,,,,,,,,,,,-80 mesh,,,,0101000020E61000005555C3D968E561C0FDD3914C1C525040,0101000020110F00003B70C234FC656EC1A7776D592D786241
ABF315,66ASN561,HM51,"Sainsbury, Cleo L.",,8/5/1966,Arctic Engineering Geol,AK,United States,65.28297724,-143.1690492,(NAD27),65.28333,-143.16667,1 minute,,,,single/grab,soil,,,,,,,,,,,,,-80 mesh,,,,0101000020E61000005555C3D968E561C0FDD3914C1C525040,0101000020110F00003B70C234FC656EC1A7776D592D786241
ABF316,66ASN562,HM51,"Sainsbury, Cleo L.",,8/5/1966,Arctic Engineering Geol,AK,United States,65.28297724,-143.1690492,(NAD27),65.28333,-143.16667,1 minute,,,,single/grab,soil,,,,,,,,,,,,,-80 mesh,,,,0101000020E61000005555C3D968E561C0FDD3914C1C525040,0101000020110F00003B70C234FC656EC1A7776D592D786241
ABF317,66ASN563,HM51,"Sainsbury, Cleo L.",,8/5/1966,Arctic Engineering Geol,AK,United States,65.28297724,-143.1690492,(NAD27),65.28333,-143.16667,1 minute,,,,single/grab,soil,,,,,,,,,,,,,-80 mesh,,,,0101000020E61000005555C3D968E561C0FDD3914C1C525040,0101000020110F00003B70C234FC656EC1A7776D592D786241
ABF318,66ASN564,HM51,"Sainsbury, Cleo L.",,8/5/1966,Arctic Engineering Geol,AK,United States,65.28297724,-143.1690492,(NAD27),65.28333,-143.16667,1 minute,,,,single/grab,soil,,,,,,,,,,,,,-80 mesh,,,,0101000020E61000005555C3D968E561C0FDD3914C1C525040,0101000020110F00003B70C234FC656EC1A7776D592D786241
ABF319,66ASN565,HM51,"Sainsbury, Cleo L.",,8/5/1966,Arctic Engineering Geol,AK,United States,65.28297724,-143.1690492,(NAD27),65.28333,-143.16667,1 minute,,,,single/grab,soil,,,,,,,,,,,,,-80 mesh,,,,0101000020E61000005555C3D968E561C0FDD3914C1C525040,0101000020110F00003B70C234FC656EC1A7776D592D786241
ABF320,66ASN566,HM51,"Sainsbury, Cleo L.",,8/5/1966,Arctic Engineering Geol,AK,United States,65.28297724,-143.1690492,(NAD27),65.28333,-143.16667,1 minute,,,,single/grab,soil,,,,,,,,,,,,,-80 mesh,,,,0101000020E61000005555C3D968E561C0FDD3914C1C525040,0101000020110F00003B70C234FC656EC1A7776D592D786241
ABF321,66ASN567,HM51,"Sainsbury, Cleo L.",,8/5/1966,Arctic Engineering Geol,AK,United States,65.28297724,-143.1690492,(NAD27),65.28333,-143.16667,1 minute,,,,single/grab,soil,,,,,,,,,,,,,-80 mesh,,,,0101000020E61000005555C3D968E561C0FDD3914C1C525040,0101000020110F00003B70C234FC656EC1A7776D592D786241
ABF322,66ASN568,HM51,"Sainsbury, Cleo L.",,8/5/1966,Arctic Engineering Geol,AK,United States,65.28297724,-143.1690492,(NAD27),65.28333,-143.16667,1 minute,,,,single/grab,soil,,,,,,,,,,,,,-80 mesh,,,,0101000020E61000005555C3D968E561C0FDD3914C1C525040,0101000020110F00003B70C234FC656EC1A7776D592D786241
ABF323,66ASN569,HM51,"Sainsbury, Cleo L.",,8/5/1966,Arctic Engineering Geol,AK,United States,65.28297724,-143.1690492,(NAD27),65.28333,-143.16667,1 minute,,,,single/grab,soil,,,,,,,,,,,,,-80 mesh,,,,0101000020E61000005555C3D968E561C0FDD3914C1C525040,0101000020110F00003B70C234FC656EC1A7776D592D786241
ACF166,67AHX019,HM1042,"Hawley, Charles C.",,1/12/1968,S Alaska Range,AK,United States,63.21892649,-149.6495866,(NAD27),63.21944,-149.64722,10 seconds,,,,,soil,,,,,,,,,,,,,-80 mesh,,,,0101000020E61000004442C669C9B462C0986381C8059C4F40,0101000020110F0000C6DAC7783CC66FC1D62A2CD3CA756141
ACC665,67ABE013,HM564,"Brosge, William P., and Reiser, Hillard N.",,7/11/1967,E Brooks Range,AK,United States,67.52463303,-148.2027501,(NAD27),67.525,-148.2,30 seconds,,,,,soil,,,,,,,,,,,,,-80 mesh,,,,0101000020E61000008333D7ED7C8662C017906A9693E15040,0101000020110F0000675FB7D597776FC1D76AB898CBA86341
ACC684,67ARR023T,HM564,"Brosge, William P., and Reiser, Hillard N.",,7/11/1967,E Brooks Range,AK,United States,67.48709836,-150.1569576,(NAD27),67.4875,-150.15416,15 seconds,,,,,soil,,,,,,,,,,,,,-80 mesh,,,,0101000020E61000008703D7CB05C562C0A888999E2CDF5040,0101000020110F00003F8BB681D0E16FC1A297517176A36341
ACC671,67ABE015D,HM564,"Brosge, William P., and Reiser, Hillard N.",,7/11/1967,E Brooks Range,AK,United States,67.51208973,-150.1236296,(NAD27),67.51249,-150.12083,15 seconds,,,,,soil,,,,,,,,,,,,,-80 mesh,,,,0101000020E6100000B89325C6F4C362C0EBBD0014C6E05040,0101000020110F000052F43DC000E06FC1DF2B822603A76341
ACC705,67ARR027F,HM564,"Brosge, William P., and Reiser, Hillard N.",,7/11/1967,E Brooks Range,AK,United States,67.49126842,-150.1611382,(NAD27),67.49167,-150.15834,30 seconds,,,,,soil,,,,,,,,,,,,,-80 mesh,,,,0101000020E61000006A8C310B28C562C0495D19F170DF5040,0101000020110F00004D0BF2AD0AE26FC16579CD000EA46341
ACC682,67ARR023R,HM564,"Brosge, William P., and Reiser, Hillard N.",,7/11/1967,E Brooks Range,AK,United States,67.48709836,-150.1569576,(NAD27),67.4875,-150.15416,15 seconds,,,,,soil,,,,,,,,,,,,,-80 mesh,,,,0101000020E61000008703D7CB05C562C0A888999E2CDF5040,0101000020110F00003F8BB681D0E16FC1A297517176A36341
ACC662,67ABE011D,HM564,"Brosge, William P., and Reiser, Hillard N.",,7/11/1967,E Brooks Range,AK,United States,67.5287933,-148.1944204,(NAD27),67.52916,-148.19167,15 seconds,,,,,soil,,,,,,,,,,,,,-80 mesh,,,,0101000020E6100000D4B816B1388662C00376DABFD7E15040,0101000020110F0000378C48ED23776FC16F3D660A63A96341
ACC683,67ARR023S,HM564,"Brosge, William P., and Reiser, Hillard N.",,7/11/1967,E Brooks Range,AK,United States,67.48709836,-150.1569576,(NAD27),67.4875,-150.15416,15 seconds,,,,,soil,,,,,,,,,,,,,-80 mesh,,,,0101000020E61000008703D7CB05C562C0A888999E2CDF5040,0101000020110F00003F8BB681D0E16FC1A297517176A36341
ACC663,67ABE011E,HM564,"Brosge, William P., and Reiser, Hillard N.",,7/11/1967,E Brooks Range,AK,United States,67.5287933,-148.1944204,(NAD27),67.52916,-148.19167,15 seconds,,,,,soil,,,,,,,,,,,,,-80 mesh,,,,0101000020E6100000D4B816B1388662C00376DABFD7E15040,0101000020110F0000378C48ED23776FC16F3D660A63A96341
ACF169,67AHX022,HM1042,"Hawley, Charles C.",,1/12/1968,S Alaska Range,AK,United States,63.2183665,-149.6484865,(NAD27),63.21888,-149.64612,1 second,,,,,soil,,,,,,,,,,,,,-80 mesh,,,,0101000020E6100000B8ACC266C0B462C06005F86EF39B4F40,0101000020110F0000F7D2152A2DC66FC133960988B9756141
ACF170,67AHX023,HM1042,"Hawley, Charles C.",,1/12/1968,S Alaska Range,AK,United States,63.2180965,-149.6476465,(NAD27),63.21861,-149.64528,1 second,,,,,soil,,,,,,,,,,,,,-80 mesh,,,,0101000020E61000003FA21185B9B462C0A06F0B96EA9B4F40,0101000020110F0000E7C2AC7921C66FC13CB68431B1756141
ACC688,67ARR025B,HM564,"Brosge, William P., and Reiser, Hillard N.",,7/11/1967,E Brooks Range,AK,United States,67.48709836,-150.1569576,(NAD27),67.4875,-150.15416,15 seconds,,,,,soil,,,,,,,,,,,,,-80 mesh,,,,0101000020E61000008703D7CB05C562C0A888999E2CDF5040,0101000020110F00003F8BB681D0E16FC1A297517176A36341
ACC664,67ABE012,HM564,"Brosge, William P., and Reiser, Hillard N.",,7/11/1967,E Brooks Range,AK,United States,67.52879316,-148.2027506,(NAD27),67.52916,-148.2,15 seconds,,,,,soil,,,,,,,,,,,,,-80 mesh,,,,0101000020E610000036E6D8EE7C8662C01B2344BFD7E15040,0101000020110F000046196DD797776FC17A37180963A96341
ACC692,67ARR025F,HM564,"Brosge, William P., and Reiser, Hillard N.",,7/11/1967,E Brooks Range,AK,United States,67.48709836,-150.1569576,(NAD27),67.4875,-150.15416,15 seconds,,,,,soil,,,,,,,,,,,,,-80 mesh,,,,0101000020E61000008703D7CB05C562C0A888999E2CDF5040,0101000020110F00003F8BB681D0E16FC1A297517176A36341
ACF165,67AHX018,HM1042,"Hawley, Charles C.",,1/12/1968,S Alaska Range,AK,United States,63.21920648,-149.6504266,(NAD27),63.21972,-149.64806,1 second,,,,,soil,,,,,,,,,,,,,-80 mesh,,,,0101000020E6100000BE4C774BD0B462C0EC553BF50E9C4F40,0101000020110F0000D9EA302948C66FC16E91BB78D3756141
ACC694,,HM564,"Brosge, William P., and Reiser, Hillard N.",,7/11/1967,E Brooks Range,AK,United States,67.49126842,-150.1611382,(NAD27),67.49167,-150.15834,30 seconds,,,,,soil,,,,,,,,,,,,,-80 mesh,,,,0101000020E61000006A8C310B28C562C0495D19F170DF5040,0101000020110F00004D0BF2AD0AE26FC16579CD000EA46341
ACC697,,HM564,"Brosge, William P., and Reiser, Hillard N.",,7/11/1967,E Brooks Range,AK,United States,67.49126842,-150.1611382,(NAD27),67.49167,-150.15834,30 seconds,,,,,soil,,,,,,,,,,,,,-80 mesh,,,,0101000020E61000006A8C310B28C562C0495D19F170DF5040,0101000020110F00004D0BF2AD0AE26FC16579CD000EA46341
ACC698,67ARR026D,HM564,"Brosge, William P., and Reiser, Hillard N.",,7/11/1967,E Brooks Range,AK,United States,67.49126842,-150.1611382,(NAD27),67.49167,-150.15834,30 seconds,,,,,soil,,,,,,,,,,,,,-80 mesh,,,,0101000020E61000006A8C310B28C562C0495D19F170DF5040,0101000020110F00004D0BF2AD0AE26FC16579CD000EA46341
ACC699,67ARR027A,HM564,"Brosge, William P., and Reiser, Hillard N.",,7/11/1967,E Brooks Range,AK,United States,67.49126842,-150.1611382,(NAD27),67.49167,-150.15834,30 seconds,,,,,soil,,,,,,,,,,,,,-80 mesh,,,,0101000020E61000006A8C310B28C562C0495D19F170DF5040,0101000020110F00004D0BF2AD0AE26FC16579CD000EA46341
ACC701,67ARR027C,HM564,"Brosge, William P., and Reiser, Hillard N.",,7/11/1967,E Brooks Range,AK,United States,67.49126842,-150.1611382,(NAD27),67.49167,-150.15834,30 seconds,,,,,soil,,,,,,,,,,,,,-80 mesh,,,,0101000020E61000006A8C310B28C562C0495D19F170DF5040,0101000020110F00004D0BF2AD0AE26FC16579CD000EA46341
ACC646,67ABE007B,HM564,"Brosge, William P., and Reiser, Hillard N.",,7/11/1967,E Brooks Range,AK,United States,67.55796438,-148.1860835,(NAD27),67.55833,-148.18333,30 seconds,,,,,soil,,,,,,,,,,,,,-80 mesh,,,,0101000020E6100000F7D37765F48562C0B51B3BB0B5E35040,0101000020110F0000EE2498EBAF766FC1DB14E3AF89AD6341
ACC647,67ABE007C,HM564,"Brosge, William P., and Reiser, Hillard N.",,7/11/1967,E Brooks Range,AK,United States,67.55796438,-148.1860835,(NAD27),67.55833,-148.18333,30 seconds,,,,,soil,,,,,,,,,,,,,-80 mesh,,,,0101000020E6100000F7D37765F48562C0B51B3BB0B5E35040,0101000020110F0000EE2498EBAF766FC1DB14E3AF89AD6341
ACC648,67ABE007D,HM564,"Brosge, William P., and Reiser, Hillard N.",,7/11/1967,E Brooks Range,AK,United States,67.55796438,-148.1860835,(NAD27),67.55833,-148.18333,30 seconds,,,,,soil,,,,,,,,,,,,,-80 mesh,,,,0101000020E6100000F7D37765F48562C0B51B3BB0B5E35040,0101000020110F0000EE2498EBAF766FC1DB14E3AF89AD6341
ACC649,67ABE007E,HM564,"Brosge, William P., and Reiser, Hillard N.",,7/11/1967,E Brooks Range,AK,United States,67.55796438,-148.1860835,(NAD27),67.55833,-148.18333,30 seconds,,,,,soil,,,,,,,,,,,,,-80 mesh,,,,0101000020E6100000F7D37765F48562C0B51B3BB0B5E35040,0101000020110F0000EE2498EBAF766FC1DB14E3AF89AD6341
ACC652,67ABE007G,HM564,"Brosge, William P., and Reiser, Hillard N.",,7/11/1967,E Brooks Range,AK,United States,67.55796438,-148.1860835,(NAD27),67.55833,-148.18333,30 seconds,,,,,soil,,,,,,,,,,,,,-80 mesh,,,,0101000020E6100000F7D37765F48562C0B51B3BB0B5E35040,0101000020110F0000EE2498EBAF766FC1DB14E3AF89AD6341
ACC653,67ABE008A,HM564,"Brosge, William P., and Reiser, Hillard N.",,7/11/1967,E Brooks Range,AK,United States,67.56213451,-148.186084,(NAD27),67.5625,-148.18333,15 seconds,,,,,soil,,,,,,,,,,,,,-80 mesh,,,,0101000020E61000000DE57E66F48562C0CB190603FAE35040,0101000020110F000056FD56EDAF766FC184C831B421AE6341
ACC654,67ABE008B,HM564,"Brosge, William P., and Reiser, Hillard N.",,7/11/1967,E Brooks Range,AK,United States,67.56213451,-148.186084,(NAD27),67.5625,-148.18333,15 seconds,,,,,soil,,,,,,,,,,,,,-80 mesh,,,,0101000020E61000000DE57E66F48562C0CB190603FAE35040,0101000020110F000056FD56EDAF766FC184C831B421AE6341
ACC655,67ABE009A,HM564,"Brosge, William P., and Reiser, Hillard N.",,7/11/1967,E Brooks Range,AK,United States,67.56629464,-148.1860845,(NAD27),67.56666,-148.18333,1 minute,,,,,soil,,,,,,,,,,,,,-80 mesh,,,,0101000020E6100000C0978067F48562C0CEACDF2B3EE45040,0101000020110F000036B70CEFAF766FC137F00362B9AE6341
ACC656,67ABE009B,HM564,"Brosge, William P., and Reiser, Hillard N.",,7/11/1967,E Brooks Range,AK,United States,67.56629464,-148.1860845,(NAD27),67.56666,-148.18333,1 minute,,,,,soil,,,,,,,,,,,,,-80 mesh,,,,0101000020E6100000C0978067F48562C0CEACDF2B3EE45040,0101000020110F000036B70CEFAF766FC137F00362B9AE6341
ACC657,67ABE010A,HM564,"Brosge, William P., and Reiser, Hillard N.",,7/11/1967,E Brooks Range,AK,United States,67.53296329,-148.2027511,(NAD27),67.53333,-148.2,1 minute,,,,,soil,,,,,,,,,,,,,-80 mesh,,,,0101000020E6100000E898DAEF7C8662C030210F121CE25040,0101000020110F000022D322D997776FC1545C7DDDFAA96341
ACC658,67ABE010B,HM564,"Brosge, William P., and Reiser, Hillard N.",,7/11/1967,E Brooks Range,AK,United States,67.53296329,-148.2027511,(NAD27),67.53333,-148.2,1 minute,,,,,soil,,,,,,,,,,,,,-80 mesh,,,,0101000020E6100000E898DAEF7C8662C030210F121CE25040,0101000020110F000022D322D997776FC1545C7DDDFAA96341
ACC659,67ABE010C,HM564,"Brosge, William P., and Reiser, Hillard N.",,7/11/1967,E Brooks Range,AK,United States,67.53296329,-148.2027511,(NAD27),67.53333,-148.2,1 minute,,,,,soil,,,,,,,,,,,,,-80 mesh,,,,0101000020E6100000E898DAEF7C8662C030210F121CE25040,0101000020110F000022D322D997776FC1545C7DDDFAA96341
ACC660,67ABE011A,HM564,"Brosge, William P., and Reiser, Hillard N.",,7/11/1967,E Brooks Range,AK,United States,67.5287933,-148.1944204,(NAD27),67.52916,-148.19167,15 seconds,,,,,soil,,,,,,,,,,,,,-80 mesh,,,,0101000020E6100000D4B816B1388662C00376DABFD7E15040,0101000020110F0000378C48ED23776FC16F3D660A63A96341
ACC708,67ARR029B,HM564,"Brosge, William P., and Reiser, Hillard N.",,7/11/1967,E Brooks Range,AK,United States,67.49542855,-150.1611386,(NAD27),67.49583,-150.15834,15 seconds,,,,,soil,,,,,,,,,,,,,-80 mesh,,,,0101000020E6100000809D380C28C562C04DF0F219B5DF5040,0101000020110F0000B5E3B0AF0AE26FC1E185AF3AA5A46341
ACC710,67ARR030,HM564,"Brosge, William P., and Reiser, Hillard N.",,7/11/1967,E Brooks Range,AK,United States,67.4954287,-150.1527884,(NAD27),67.49583,-150.14999,15 seconds,,,,,soil,,,,,,,,,,,,,-80 mesh,,,,0101000020E610000071638AA4E3C462C0FDFF931AB5DF5040,0101000020110F000058DF567E96E16FC1EAE6143CA5A46341
ACC714,67ARR031B,HM564,"Brosge, William P., and Reiser, Hillard N.",,7/11/1967,E Brooks Range,AK,United States,67.46212736,-148.4194188,(NAD27),67.4625,-148.41667,15 seconds,,,,,soil,,,,,,,,,,,,,-80 mesh,,,,0101000020E61000007BAAF9E06B8D62C05B72A27E93DD5040,0101000020110F00003021FDC35E836FC17CBD1F6EEB9F6341
ACC744,67ARR054,HM564,"Brosge, William P., and Reiser, Hillard N.",,7/11/1967,E Brooks Range,AK,United States,67.48657117,-148.2410768,(NAD27),67.48694,-148.23833,1 second,,,,,soil,,,,,,,,,,,,,-80 mesh,,,,0101000020E6100000365FA1E6B68762C0E59467FB23DF5040,0101000020110F0000AB27C825AD796FC17EACAB4863A36341
ACC751,67ARR022A,HM564,"Brosge, William P., and Reiser, Hillard N.",,7/11/1967,E Brooks Range,AK,United States,67.577135,-148.1852558,(NAD27),67.5775,-148.1825,1 second,,,,,soil,,,,,,,,,,,,,-80 mesh,,,,0101000020E6100000AC74779DED8562C02098A3C7EFE45040,0101000020110F00000D37D266A4766FC1026CDBBF44B06341
ACC753,67ABE023A,HM564,"Brosge, William P., and Reiser, Hillard N.",,7/11/1967,E Brooks Range,AK,United States,67.53407111,-148.3333048,(NAD27),67.53444,-148.33055,1 second,,,,,soil,,,,,,,,,,,,,-80 mesh,,,,0101000020E6100000CE94CE6EAA8A62C00FCC97382EE25040,0101000020110F0000DAF99E7EB07E6FC168F6423423AA6341
ACC754,67ABE024,HM564,"Brosge, William P., and Reiser, Hillard N.",,7/11/1967,E Brooks Range,AK,United States,67.5457419,-148.3091555,(NAD27),67.54611,-148.3064,1 second,,,,,soil,,,,,,,,,,,,,-80 mesh,,,,0101000020E6100000B9DD0D9AE48962C0A4236F6FEDE25040,0101000020110F0000847D6975607D6FC1F03A4749CCAB6341
ACC772,67ABE034A,HM564,"Brosge, William P., and Reiser, Hillard N.",,7/11/1967,E Brooks Range,AK,United States,67.47875759,-150.1861273,(NAD27),67.47916,-150.18333,15 seconds,,,,,soil,,,,,,,,,,,,,-80 mesh,,,,0101000020E6100000F5AA42C1F4C562C0C1F0DFF6A3DE5040,0101000020110F00000172EC6666E36FC1EE9BBD6047A26341
ACC780,67ABE037B,HM564,"Brosge, William P., and Reiser, Hillard N.",,7/11/1967,E Brooks Range,AK,United States,67.4870975,-150.2069588,(NAD27),67.4875,-150.20416,15 seconds,,,,,soil,,,,,,,,,,,,,-80 mesh,,,,0101000020E6100000FDCE1F689FC662C0A81DFE9A2CDF5040,0101000020110F0000093E754588E46FC17A56516976A36341
